35.1, 13.9, 310, 247, 24.5, 5.6, 0.583
37.1, 12.8, 482, 247, 25.1, 17.0, 0.784
33.3, 11.8, 84, 179, 22.9, 13.6, 0.796
31.9, 12.2, 75, 389, 21.2, 9.2, 0.777
34.8, 13.1, 282, 385, 23.6, 9.4, 0.793
35.9, 12.5, 372, 254, 24.4, 13.7, 0.686
34.5, 12.2, 169, 362, 24.2, 12.6, 0.689
35.6, 12.9, 391, 379, 23.9, 8.5, 0.713
