31,15,0.63,38,12
31,15,0.63,38,13
31,15,0.63,38,14
31,15,0.63,39,12
31,15,0.63,39,13
31,15,0.63,39,14
31,15,0.63,40,12
31,15,0.63,40,13
31,15,0.63,40,14
31,15,0.65,38,12
31,15,0.65,38,13
31,15,0.65,38,14
31,15,0.65,39,12
31,15,0.65,39,13
31,15,0.65,39,14
31,15,0.65,40,12
31,15,0.65,40,13
31,15,0.65,40,14
31,15,0.67,38,12
31,15,0.67,38,13
31,15,0.67,38,14
31,15,0.67,39,12
31,15,0.67,39,13
31,15,0.67,39,14
31,15,0.67,40,12
31,15,0.67,40,13
31,15,0.67,40,14
31,16,0.63,38,12
31,16,0.63,38,13
31,16,0.63,38,14
31,16,0.63,39,12
31,16,0.63,39,13
31,16,0.63,39,14
31,16,0.63,40,12
31,16,0.63,40,13
31,16,0.63,40,14
31,16,0.65,38,12
31,16,0.65,38,13
31,16,0.65,38,14
31,16,0.65,39,12
31,16,0.65,39,13
31,16,0.65,39,14
31,16,0.65,40,12
31,16,0.65,40,13
31,16,0.65,40,14
31,16,0.67,38,12
31,16,0.67,38,13
31,16,0.67,38,14
31,16,0.67,39,12
31,16,0.67,39,13
31,16,0.67,39,14
31,16,0.67,40,12
31,16,0.67,40,13
31,16,0.67,40,14
31,17,0.63,38,12
31,17,0.63,38,13
31,17,0.63,38,14
31,17,0.63,39,12
31,17,0.63,39,13
31,17,0.63,39,14
31,17,0.63,40,12
31,17,0.63,40,13
31,17,0.63,40,14
31,17,0.65,38,12
31,17,0.65,38,13
31,17,0.65,38,14
31,17,0.65,39,12
31,17,0.65,39,13
31,17,0.65,39,14
31,17,0.65,40,12
31,17,0.65,40,13
31,17,0.65,40,14
31,17,0.67,38,12
31,17,0.67,38,13
31,17,0.67,38,14
31,17,0.67,39,12
31,17,0.67,39,13
31,17,0.67,39,14
31,17,0.67,40,12
31,17,0.67,40,13
31,17,0.67,40,14
32,15,0.63,38,12
32,15,0.63,38,13
32,15,0.63,38,14
32,15,0.63,39,12
32,15,0.63,39,13
32,15,0.63,39,14
32,15,0.63,40,12
32,15,0.63,40,13
32,15,0.63,40,14
32,15,0.65,38,12
32,15,0.65,38,13
32,15,0.65,38,14
32,15,0.65,39,12
32,15,0.65,39,13
32,15,0.65,39,14
32,15,0.65,40,12
32,15,0.65,40,13
32,15,0.65,40,14
32,15,0.67,38,12
32,15,0.67,38,13
32,15,0.67,38,14
32,15,0.67,39,12
32,15,0.67,39,13
32,15,0.67,39,14
32,15,0.67,40,12
32,15,0.67,40,13
32,15,0.67,40,14
32,16,0.63,38,12
32,16,0.63,38,13
32,16,0.63,38,14
32,16,0.63,39,12
32,16,0.63,39,13
32,16,0.63,39,14
32,16,0.63,40,12
32,16,0.63,40,13
32,16,0.63,40,14
32,16,0.65,38,12
32,16,0.65,38,13
32,16,0.65,38,14
32,16,0.65,39,12
32,16,0.65,39,13
32,16,0.65,39,14
32,16,0.65,40,12
32,16,0.65,40,13
32,16,0.65,40,14
32,16,0.67,38,12
32,16,0.67,38,13
32,16,0.67,38,14
32,16,0.67,39,12
32,16,0.67,39,13
32,16,0.67,39,14
32,16,0.67,40,12
32,16,0.67,40,13
32,16,0.67,40,14
32,17,0.63,38,12
32,17,0.63,38,13
32,17,0.63,38,14
32,17,0.63,39,12
32,17,0.63,39,13
32,17,0.63,39,14
32,17,0.63,40,12
32,17,0.63,40,13
32,17,0.63,40,14
32,17,0.65,38,12
32,17,0.65,38,13
32,17,0.65,38,14
32,17,0.65,39,12
32,17,0.65,39,13
32,17,0.65,39,14
32,17,0.65,40,12
32,17,0.65,40,13
32,17,0.65,40,14
32,17,0.67,38,12
32,17,0.67,38,13
32,17,0.67,38,14
32,17,0.67,39,12
32,17,0.67,39,13
32,17,0.67,39,14
32,17,0.67,40,12
32,17,0.67,40,13
32,17,0.67,40,14
33,15,0.63,38,12
33,15,0.63,38,13
33,15,0.63,38,14
33,15,0.63,39,12
33,15,0.63,39,13
33,15,0.63,39,14
33,15,0.63,40,12
33,15,0.63,40,13
33,15,0.63,40,14
33,15,0.65,38,12
33,15,0.65,38,13
33,15,0.65,38,14
33,15,0.65,39,12
33,15,0.65,39,13
33,15,0.65,39,14
33,15,0.65,40,12
33,15,0.65,40,13
33,15,0.65,40,14
33,15,0.67,38,12
33,15,0.67,38,13
33,15,0.67,38,14
33,15,0.67,39,12
33,15,0.67,39,13
33,15,0.67,39,14
33,15,0.67,40,12
33,15,0.67,40,13
33,15,0.67,40,14
33,16,0.63,38,12
33,16,0.63,38,13
33,16,0.63,38,14
33,16,0.63,39,12
33,16,0.63,39,13
33,16,0.63,39,14
33,16,0.63,40,12
33,16,0.63,40,13
33,16,0.63,40,14
33,16,0.65,38,12
33,16,0.65,38,13
33,16,0.65,38,14
33,16,0.65,39,12
33,16,0.65,39,13
33,16,0.65,39,14
33,16,0.65,40,12
33,16,0.65,40,13
33,16,0.65,40,14
33,16,0.67,38,12
33,16,0.67,38,13
33,16,0.67,38,14
33,16,0.67,39,12
33,16,0.67,39,13
33,16,0.67,39,14
33,16,0.67,40,12
33,16,0.67,40,13
33,16,0.67,40,14
33,17,0.63,38,12
33,17,0.63,38,13
33,17,0.63,38,14
33,17,0.63,39,12
33,17,0.63,39,13
33,17,0.63,39,14
33,17,0.63,40,12
33,17,0.63,40,13
33,17,0.63,40,14
33,17,0.65,38,12
33,17,0.65,38,13
33,17,0.65,38,14
33,17,0.65,39,12
33,17,0.65,39,13
33,17,0.65,39,14
33,17,0.65,40,12
33,17,0.65,40,13
33,17,0.65,40,14
33,17,0.67,38,12
33,17,0.67,38,13
33,17,0.67,38,14
33,17,0.67,39,12
33,17,0.67,39,13
33,17,0.67,39,14
33,17,0.67,40,12
33,17,0.67,40,13
33,17,0.67,40,14
