10, 80, 0.65
10, 80, 0.70
10, 80, 0.75
10, 80, 0.80
10, 82, 0.65
10, 82, 0.70
10, 82, 0.75
10, 82, 0.80
10, 84, 0.65
10, 84, 0.70
10, 84, 0.75
10, 84, 0.80
10, 86, 0.65
10, 86, 0.70
10, 86, 0.75
10, 86, 0.80
10, 88, 0.65
10, 88, 0.70
10, 88, 0.75
10, 88, 0.80
10, 90, 0.65
10, 90, 0.70
10, 90, 0.75
10, 90, 0.80
10, 92, 0.65
10, 92, 0.70
10, 92, 0.75
10, 92, 0.80
10, 94, 0.65
10, 94, 0.70
10, 94, 0.75
10, 94, 0.80
10, 96, 0.65
10, 96, 0.70
10, 96, 0.75
10, 96, 0.80
10, 98, 0.65
10, 98, 0.70
10, 98, 0.75
10, 98, 0.80
10, 100, 0.65
10, 100, 0.70
10, 100, 0.75
10, 100, 0.80
10, 102, 0.65
10, 102, 0.70
10, 102, 0.75
10, 102, 0.80
10, 104, 0.65
10, 104, 0.70
10, 104, 0.75
10, 104, 0.80
10, 106, 0.65
10, 106, 0.70
10, 106, 0.75
10, 106, 0.80
10, 108, 0.65
10, 108, 0.70
10, 108, 0.75
10, 108, 0.80
10, 110, 0.65
10, 110, 0.70
10, 110, 0.75
10, 110, 0.80
10, 112, 0.65
10, 112, 0.70
10, 112, 0.75
10, 112, 0.80
10, 114, 0.65
10, 114, 0.70
10, 114, 0.75
10, 114, 0.80
10, 116, 0.65
10, 116, 0.70
10, 116, 0.75
10, 116, 0.80
10, 118, 0.65
10, 118, 0.70
10, 118, 0.75
10, 118, 0.80
10, 120, 0.65
10, 120, 0.70
10, 120, 0.75
10, 120, 0.80
10, 122, 0.65
10, 122, 0.70
10, 122, 0.75
10, 122, 0.80
10, 124, 0.65
10, 124, 0.70
10, 124, 0.75
10, 124, 0.80
10, 126, 0.65
10, 126, 0.70
10, 126, 0.75
10, 126, 0.80
10, 128, 0.65
10, 128, 0.70
10, 128, 0.75
10, 128, 0.80
10, 130, 0.65
10, 130, 0.70
10, 130, 0.75
10, 130, 0.80
10, 132, 0.65
10, 132, 0.70
10, 132, 0.75
10, 132, 0.80
10, 134, 0.65
10, 134, 0.70
10, 134, 0.75
10, 134, 0.80
10, 136, 0.65
10, 136, 0.70
10, 136, 0.75
10, 136, 0.80
10, 138, 0.65
10, 138, 0.70
10, 138, 0.75
10, 138, 0.80
10, 140, 0.65
10, 140, 0.70
10, 140, 0.75
10, 140, 0.80
10, 142, 0.65
10, 142, 0.70
10, 142, 0.75
10, 142, 0.80
10, 144, 0.65
10, 144, 0.70
10, 144, 0.75
10, 144, 0.80
10, 146, 0.65
10, 146, 0.70
10, 146, 0.75
10, 146, 0.80
10, 148, 0.65
10, 148, 0.70
10, 148, 0.75
10, 148, 0.80
10, 150, 0.65
10, 150, 0.70
10, 150, 0.75
10, 150, 0.80
10, 152, 0.65
10, 152, 0.70
10, 152, 0.75
10, 152, 0.80
10, 154, 0.65
10, 154, 0.70
10, 154, 0.75
10, 154, 0.80
10, 156, 0.65
10, 156, 0.70
10, 156, 0.75
10, 156, 0.80
10, 158, 0.65
10, 158, 0.70
10, 158, 0.75
10, 158, 0.80
10, 160, 0.65
10, 160, 0.70
10, 160, 0.75
10, 160, 0.80
10, 162, 0.65
10, 162, 0.70
10, 162, 0.75
10, 162, 0.80
10, 164, 0.65
10, 164, 0.70
10, 164, 0.75
10, 164, 0.80
10, 166, 0.65
10, 166, 0.70
10, 166, 0.75
10, 166, 0.80
10, 168, 0.65
10, 168, 0.70
10, 168, 0.75
10, 168, 0.80
10, 170, 0.65
10, 170, 0.70
10, 170, 0.75
10, 170, 0.80
10, 172, 0.65
10, 172, 0.70
10, 172, 0.75
10, 172, 0.80
10, 174, 0.65
10, 174, 0.70
10, 174, 0.75
10, 174, 0.80
10, 176, 0.65
10, 176, 0.70
10, 176, 0.75
10, 176, 0.80
10, 178, 0.65
10, 178, 0.70
10, 178, 0.75
10, 178, 0.80
10, 180, 0.65
10, 180, 0.70
10, 180, 0.75
10, 180, 0.80
10, 182, 0.65
10, 182, 0.70
10, 182, 0.75
10, 182, 0.80
10, 184, 0.65
10, 184, 0.70
10, 184, 0.75
10, 184, 0.80
10, 186, 0.65
10, 186, 0.70
10, 186, 0.75
10, 186, 0.80
10, 188, 0.65
10, 188, 0.70
10, 188, 0.75
10, 188, 0.80
10, 190, 0.65
10, 190, 0.70
10, 190, 0.75
10, 190, 0.80
10, 192, 0.65
10, 192, 0.70
10, 192, 0.75
10, 192, 0.80
10, 194, 0.65
10, 194, 0.70
10, 194, 0.75
10, 194, 0.80
10, 196, 0.65
10, 196, 0.70
10, 196, 0.75
10, 196, 0.80
10, 198, 0.65
10, 198, 0.70
10, 198, 0.75
10, 198, 0.80
10, 200, 0.65
10, 200, 0.70
10, 200, 0.75
10, 200, 0.80
11, 80, 0.65
11, 80, 0.70
11, 80, 0.75
11, 80, 0.80
11, 82, 0.65
11, 82, 0.70
11, 82, 0.75
11, 82, 0.80
11, 84, 0.65
11, 84, 0.70
11, 84, 0.75
11, 84, 0.80
11, 86, 0.65
11, 86, 0.70
11, 86, 0.75
11, 86, 0.80
11, 88, 0.65
11, 88, 0.70
11, 88, 0.75
11, 88, 0.80
11, 90, 0.65
11, 90, 0.70
11, 90, 0.75
11, 90, 0.80
11, 92, 0.65
11, 92, 0.70
11, 92, 0.75
11, 92, 0.80
11, 94, 0.65
11, 94, 0.70
11, 94, 0.75
11, 94, 0.80
11, 96, 0.65
11, 96, 0.70
