27,100,200,0.73
27,100,200,0.74
27,100,200,0.75
27,100,200,0.76
27,100,200,0.77
27,100,200,0.78
27,100,200,0.79
27,100,200,0.8
27,100,200,0.81
27,100,200,0.82
27,100,205,0.68
27,100,205,0.69
27,100,205,0.7
27,100,205,0.71
27,100,205,0.72
27,100,205,0.73
27,100,205,0.74
27,100,205,0.75
27,100,205,0.76
27,100,205,0.77
27,100,205,0.78
27,100,205,0.79
27,100,205,0.8
27,100,205,0.81
27,100,205,0.82
27,100,210,0.68
27,100,210,0.69
27,100,210,0.7
27,100,210,0.71
27,100,210,0.72
27,100,210,0.73
27,100,210,0.74
27,100,210,0.75
27,100,210,0.76
27,100,210,0.77
27,100,210,0.78
27,100,210,0.79
27,100,210,0.8
27,100,210,0.81
27,100,210,0.82
27,100,215,0.68
27,100,215,0.69
27,100,215,0.7
27,100,215,0.71
27,100,215,0.72
27,100,215,0.73
27,100,215,0.74
27,100,215,0.75
27,100,215,0.76
27,100,215,0.77
27,100,215,0.78
27,100,215,0.79
27,100,215,0.8
27,100,215,0.81
27,100,215,0.82
27,100,220,0.68
27,100,220,0.69
27,100,220,0.7
27,100,220,0.71
27,100,220,0.72
27,100,220,0.73
27,100,220,0.74
27,100,220,0.75
27,100,220,0.76
27,100,220,0.77
27,100,220,0.78
27,100,220,0.79
27,100,220,0.8
27,100,220,0.81
27,100,220,0.82
27,100,225,0.68
27,100,225,0.69
27,100,225,0.7
27,100,225,0.71
27,100,225,0.72
27,100,225,0.73
27,100,225,0.74
27,100,225,0.75
27,100,225,0.76
27,100,225,0.77
27,100,225,0.78
27,100,225,0.79
27,100,225,0.8
27,100,225,0.81
27,100,225,0.82
27,100,230,0.68
27,100,230,0.69
27,100,230,0.7
27,100,230,0.71
27,100,230,0.72
27,100,230,0.73
27,100,230,0.74
27,100,230,0.75
27,100,230,0.76
27,100,230,0.77
27,100,230,0.78
27,100,230,0.79
27,100,230,0.8
27,100,230,0.81
27,100,230,0.82
27,100,235,0.68
27,100,235,0.69
27,100,235,0.7
27,100,235,0.71
27,100,235,0.72
27,100,235,0.73
27,100,235,0.74
27,100,235,0.75
27,100,235,0.76
27,100,235,0.77
27,100,235,0.78
27,100,235,0.79
27,100,235,0.8
27,100,235,0.81
27,100,235,0.82
27,100,240,0.68
27,100,240,0.69
27,100,240,0.7
27,100,240,0.71
27,100,240,0.72
27,100,240,0.73
27,100,240,0.74
27,100,240,0.75
27,100,240,0.76
27,100,240,0.77
27,100,240,0.78
27,100,240,0.79
27,100,240,0.8
27,100,240,0.81
27,100,240,0.82
27,100,245,0.68
27,100,245,0.69
27,100,245,0.7
27,100,245,0.71
27,100,245,0.72
27,100,245,0.73
27,100,245,0.74
27,100,245,0.75
27,100,245,0.76
27,100,245,0.77
27,100,245,0.78
27,100,245,0.79
27,100,245,0.8
27,100,245,0.81
27,100,245,0.82
27,100,250,0.68
27,100,250,0.69
27,100,250,0.7
27,100,250,0.71
27,100,250,0.72
27,100,250,0.73
27,100,250,0.74
27,100,250,0.75
27,100,250,0.76
27,100,250,0.77
27,100,250,0.78
27,100,250,0.79
27,100,250,0.8
27,100,250,0.81
27,100,250,0.82
28,25,150,0.68
28,25,150,0.69
28,25,150,0.7
28,25,150,0.71
28,25,150,0.72
28,25,150,0.73
28,25,150,0.74
28,25,150,0.75
28,25,150,0.76
28,25,150,0.77
28,25,150,0.78
28,25,150,0.79
