0,18.0944,0.375,15
0,20.1396,0.3625,15
0,34.4031,0.43,18
0,40.5976,0.4175,31
0.0125,41.1784,0.415,31
0.03,43.1178,0.405,34
0,42.1898,0.3925,31
0.0125,42.0681,0.4325,33
0.0475,41.823,0.4125,30
0,40.3631,0.3875,27
0,40.0763,0.4075,34
0,42.7829,0.3975,33
0,18.4822,0.37,13
0.02,43.332,0.37,30
0,43.2731,0.4175,34
0,42.9335,0.4425,31
0.03,43.831,0.4225,33
0.0125,41.1784,0.415,31
0,41.6817,0.42,31
0,42.3305,0.405,29
0,41.5826,0.4125,29
0,43.3743,0.46,29
0,44.9932,0.425,33
0,18.8631,0.38,15
0.0375,41.1035,0.4075,32
0,18.2479,0.3325,13
0,19.8704,0.3675,12
0,19.4204,0.385,13
0,19.3356,0.3775,13
0,18.5353,0.345,12
0,20.7682,0.3625,15
0,23.4875,0.4375,14
0,19.2095,0.385,12
0,23.6752,0.43,15
0,25.5935,0.44,15
0,25.7262,0.43,16
0,23.7138,0.4525,14
0,24.3289,0.4325,14
0,24.1862,0.42,16
0,23.656,0.405,17
0,23.2869,0.4225,15
0,24.3466,0.43,15
0.02,25.2119,0.4475,16
0,19.2679,0.375,14
0,26.6973,0.42,16
0,31.6418,0.9525,19
0,33.27,0.91,20
0,31.9976,0.9075,21
0,33.6797,0.93,19
0,32.5245,0.9175,21
0,32.7787,0.905,20
0,33.7036,0.4325,27
0,34.4522,0.4775,28
0,36.4445,0.4475,27
0,18.5954,0.36,13
0,34.2184,0.4325,29
0.02,33.6505,0.46,27
0,36.0604,0.4325,27
0,36.465,0.4275,29
0,33.1409,0.4475,26
0,33.5338,0.4275,24
0,33.3516,0.435,29
0.0125,33.4052,0.465,27
0.01,33.367,0.415,27
0.0375,33.7564,0.4425,27
0,19.0683,0.3425,13
0,34.5741,0.445,24
0.02,34.4476,0.43,26
0,33.0023,0.4225,27
0,34.6703,0.4425,27
0,34.5915,0.43,24
0,33.5364,0.42,28
0,32.998,0.45,27
0,32.4889,0.37,27
0,31.8925,0.365,29
0.03,32.5855,0.3275,26
0,19.3787,0.3625,13
0,32.0077,0.3325,27
0.0125,32.4479,0.365,29
0,31.8532,0.33,27
0,32.0024,0.34,27
0,34.7179,0.3225,27
0,34.3274,0.3125,27
0,32.5046,0.3325,29
0,31.1222,0.33,27
0,32.8692,0.3325,29
0,32.0186,0.3225,27
0,18.4109,0.35,14
0,32.9824,0.32,26
0,34.0064,0.3375,29
0,33.4361,0.33,29
0,34.7183,0.3025,26
0,32.3273,0.3475,28
0,33.9006,0.355,27
0,32.7619,0.3175,22
0.0075,33.2973,0.325,26
0,34.9663,0.36,27
0,33.0461,0.355,29
0,19.4204,0.385,13
0,33.3088,0.34,26
0,34.8357,0.3525,26
0,34.6401,0.345,26
0,34.8083,0.315,25
0,33.0671,0.4275,17
0,33.0007,0.4175,19
0,32.6801,0.415,18
0,32.482,0.4425,20
0,35.0113,0.4475,20
0,31.9255,0.42,18
0,18.6657,0.3525,14
0,31.5428,0.455,19
0,33.019,0.4225,17
0,32.3903,0.4225,18
0,32.2434,0.445,20
0,33.6934,0.43,19
0,31.5144,0.415,18
0,32.5715,0.43,20
0,34.0823,0.45,18
0,32.7937,0.425,19
0,33.1,0.4175,19
