9, 1.0, 1.0, 1.0, 1.0, 0.675, 1
9, 1.0, 1.0, 1.0, 1.0, 0.675, 2
9, 1.0, 1.0, 1.0, 1.0, 0.675, 3
9, 1.0, 1.0, 1.0, 1.0, 0.675, 4
9, 1.0, 1.0, 1.0, 1.0, 0.675, 5
9, 1.0, 1.0, 1.0, 1.0, 0.675, 6
9, 1.0, 1.0, 1.0, 1.0, 0.675, 7
9, 1.0, 1.0, 1.0, 1.0, 0.675, 8
9, 1.0, 1.0, 1.0, 1.0, 0.675, 9
9, 1.0, 1.0, 1.0, 1.0, 0.675, 10
10, 1.0, 1.0, 1.0, 1.0, 0.675, 1
10, 1.0, 1.0, 1.0, 1.0, 0.675, 2
10, 1.0, 1.0, 1.0, 1.0, 0.675, 3
10, 1.0, 1.0, 1.0, 1.0, 0.675, 4
10, 1.0, 1.0, 1.0, 1.0, 0.675, 5
10, 1.0, 1.0, 1.0, 1.0, 0.675, 6
10, 1.0, 1.0, 1.0, 1.0, 0.675, 7
10, 1.0, 1.0, 1.0, 1.0, 0.675, 8
10, 1.0, 1.0, 1.0, 1.0, 0.675, 9
10, 1.0, 1.0, 1.0, 1.0, 0.675, 10
11, 1.0, 1.0, 1.0, 1.0, 0.675, 1
11, 1.0, 1.0, 1.0, 1.0, 0.675, 2
11, 1.0, 1.0, 1.0, 1.0, 0.675, 3
11, 1.0, 1.0, 1.0, 1.0, 0.675, 4
11, 1.0, 1.0, 1.0, 1.0, 0.675, 5
11, 1.0, 1.0, 1.0, 1.0, 0.675, 6
11, 1.0, 1.0, 1.0, 1.0, 0.675, 7
11, 1.0, 1.0, 1.0, 1.0, 0.675, 8
11, 1.0, 1.0, 1.0, 1.0, 0.675, 9
11, 1.0, 1.0, 1.0, 1.0, 0.675, 10
12, 1.0, 1.0, 1.0, 1.0, 0.675, 1
12, 1.0, 1.0, 1.0, 1.0, 0.675, 2
12, 1.0, 1.0, 1.0, 1.0, 0.675, 3
12, 1.0, 1.0, 1.0, 1.0, 0.675, 4
12, 1.0, 1.0, 1.0, 1.0, 0.675, 5
12, 1.0, 1.0, 1.0, 1.0, 0.675, 6
12, 1.0, 1.0, 1.0, 1.0, 0.675, 7
12, 1.0, 1.0, 1.0, 1.0, 0.675, 8
12, 1.0, 1.0, 1.0, 1.0, 0.675, 9
12, 1.0, 1.0, 1.0, 1.0, 0.675, 10
13, 1.0, 1.0, 1.0, 1.0, 0.675, 1
13, 1.0, 1.0, 1.0, 1.0, 0.675, 2
13, 1.0, 1.0, 1.0, 1.0, 0.675, 3
13, 1.0, 1.0, 1.0, 1.0, 0.675, 4
13, 1.0, 1.0, 1.0, 1.0, 0.675, 5
13, 1.0, 1.0, 1.0, 1.0, 0.675, 6
13, 1.0, 1.0, 1.0, 1.0, 0.675, 7
13, 1.0, 1.0, 1.0, 1.0, 0.675, 8
13, 1.0, 1.0, 1.0, 1.0, 0.675, 9
13, 1.0, 1.0, 1.0, 1.0, 0.675, 10
14, 1.0, 1.0, 1.0, 1.0, 0.675, 1
14, 1.0, 1.0, 1.0, 1.0, 0.675, 2
14, 1.0, 1.0, 1.0, 1.0, 0.675, 3
14, 1.0, 1.0, 1.0, 1.0, 0.675, 4
14, 1.0, 1.0, 1.0, 1.0, 0.675, 5
14, 1.0, 1.0, 1.0, 1.0, 0.675, 6
14, 1.0, 1.0, 1.0, 1.0, 0.675, 7
14, 1.0, 1.0, 1.0, 1.0, 0.675, 8
14, 1.0, 1.0, 1.0, 1.0, 0.675, 9
14, 1.0, 1.0, 1.0, 1.0, 0.675, 10
15, 1.0, 1.0, 1.0, 1.0, 0.675, 1
15, 1.0, 1.0, 1.0, 1.0, 0.675, 2
15, 1.0, 1.0, 1.0, 1.0, 0.675, 3
15, 1.0, 1.0, 1.0, 1.0, 0.675, 4
15, 1.0, 1.0, 1.0, 1.0, 0.675, 5
15, 1.0, 1.0, 1.0, 1.0, 0.675, 6
15, 1.0, 1.0, 1.0, 1.0, 0.675, 7
15, 1.0, 1.0, 1.0, 1.0, 0.675, 8
15, 1.0, 1.0, 1.0, 1.0, 0.675, 9
15, 1.0, 1.0, 1.0, 1.0, 0.675, 10
16, 1.0, 1.0, 1.0, 1.0, 0.675, 1
16, 1.0, 1.0, 1.0, 1.0, 0.675, 2
16, 1.0, 1.0, 1.0, 1.0, 0.675, 3
16, 1.0, 1.0, 1.0, 1.0, 0.675, 4
16, 1.0, 1.0, 1.0, 1.0, 0.675, 5
16, 1.0, 1.0, 1.0, 1.0, 0.675, 6
16, 1.0, 1.0, 1.0, 1.0, 0.675, 7
16, 1.0, 1.0, 1.0, 1.0, 0.675, 8
16, 1.0, 1.0, 1.0, 1.0, 0.675, 9
16, 1.0, 1.0, 1.0, 1.0, 0.675, 10
17, 1.0, 1.0, 1.0, 1.0, 0.675, 1
17, 1.0, 1.0, 1.0, 1.0, 0.675, 2
17, 1.0, 1.0, 1.0, 1.0, 0.675, 3
17, 1.0, 1.0, 1.0, 1.0, 0.675, 4
17, 1.0, 1.0, 1.0, 1.0, 0.675, 5
17, 1.0, 1.0, 1.0, 1.0, 0.675, 6
17, 1.0, 1.0, 1.0, 1.0, 0.675, 7
17, 1.0, 1.0, 1.0, 1.0, 0.675, 8
17, 1.0, 1.0, 1.0, 1.0, 0.675, 9
17, 1.0, 1.0, 1.0, 1.0, 0.675, 10
18, 1.0, 1.0, 1.0, 1.0, 0.675, 1
18, 1.0, 1.0, 1.0, 1.0, 0.675, 2
18, 1.0, 1.0, 1.0, 1.0, 0.675, 3
18, 1.0, 1.0, 1.0, 1.0, 0.675, 4
18, 1.0, 1.0, 1.0, 1.0, 0.675, 5
18, 1.0, 1.0, 1.0, 1.0, 0.675, 6
18, 1.0, 1.0, 1.0, 1.0, 0.675, 7
18, 1.0, 1.0, 1.0, 1.0, 0.675, 8
18, 1.0, 1.0, 1.0, 1.0, 0.675, 9
18, 1.0, 1.0, 1.0, 1.0, 0.675, 10
12, 0.8, 1.0, 1.0, 1.0, 0.675, 1
12, 0.8, 1.0, 1.0, 1.0, 0.675, 2
12, 0.8, 1.0, 1.0, 1.0, 0.675, 3
12, 0.8, 1.0, 1.0, 1.0, 0.675, 4
12, 0.8, 1.0, 1.0, 1.0, 0.675, 5
12, 0.8, 1.0, 1.0, 1.0, 0.675, 6
12, 0.8, 1.0, 1.0, 1.0, 0.675, 7
12, 0.8, 1.0, 1.0, 1.0, 0.675, 8
12, 0.8, 1.0, 1.0, 1.0, 0.675, 9
12, 0.8, 1.0, 1.0, 1.0, 0.675, 10
12, 0.9, 1.0, 1.0, 1.0, 0.675, 1
12, 0.9, 1.0, 1.0, 1.0, 0.675, 2
12, 0.9, 1.0, 1.0, 1.0, 0.675, 3
12, 0.9, 1.0, 1.0, 1.0, 0.675, 4
12, 0.9, 1.0, 1.0, 1.0, 0.675, 5
12, 0.9, 1.0, 1.0, 1.0, 0.675, 6
12, 0.9, 1.0, 1.0, 1.0, 0.675, 7
12, 0.9, 1.0, 1.0, 1.0, 0.675, 8
12, 0.9, 1.0, 1.0, 1.0, 0.675, 9
12, 0.9, 1.0, 1.0, 1.0, 0.675, 10
12, 1.0, 1.0, 1.0, 1.0, 0.675, 1
12, 1.0, 1.0, 1.0, 1.0, 0.675, 2
12, 1.0, 1.0, 1.0, 1.0, 0.675, 3
12, 1.0, 1.0, 1.0, 1.0, 0.675, 4
12, 1.0, 1.0, 1.0, 1.0, 0.675, 5
12, 1.0, 1.0, 1.0, 1.0, 0.675, 6
12, 1.0, 1.0, 1.0, 1.0, 0.675, 7
12, 1.0, 1.0, 1.0, 1.0, 0.675, 8
12, 1.0, 1.0, 1.0, 1.0, 0.675, 9
12, 1.0, 1.0, 1.0, 1.0, 0.675, 10
12, 1.1, 1.0, 1.0, 1.0, 0.675, 1
12, 1.1, 1.0, 1.0, 1.0, 0.675, 2
12, 1.1, 1.0, 1.0, 1.0, 0.675, 3
12, 1.1, 1.0, 1.0, 1.0, 0.675, 4
12, 1.1, 1.0, 1.0, 1.0, 0.675, 5
12, 1.1, 1.0, 1.0, 1.0, 0.675, 6
12, 1.1, 1.0, 1.0, 1.0, 0.675, 7
12, 1.1, 1.0, 1.0, 1.0, 0.675, 8
12, 1.1, 1.0, 1.0, 1.0, 0.675, 9
12, 1.1, 1.0, 1.0, 1.0, 0.675, 10
12, 1.2, 1.0, 1.0, 1.0, 0.675, 1
12, 1.2, 1.0, 1.0, 1.0, 0.675, 2
12, 1.2, 1.0, 1.0, 1.0, 0.675, 3
12, 1.2, 1.0, 1.0, 1.0, 0.675, 4
12, 1.2, 1.0, 1.0, 1.0, 0.675, 5
12, 1.2, 1.0, 1.0, 1.0, 0.675, 6
12, 1.2, 1.0, 1.0, 1.0, 0.675, 7
12, 1.2, 1.0, 1.0, 1.0, 0.675, 8
12, 1.2, 1.0, 1.0, 1.0, 0.675, 9
12, 1.2, 1.0, 1.0, 1.0, 0.675, 10
12, 1.3, 1.0, 1.0, 1.0, 0.675, 1
12, 1.3, 1.0, 1.0, 1.0, 0.675, 2
12, 1.3, 1.0, 1.0, 1.0, 0.675, 3
12, 1.3, 1.0, 1.0, 1.0, 0.675, 4
12, 1.3, 1.0, 1.0, 1.0, 0.675, 5
12, 1.3, 1.0, 1.0, 1.0, 0.675, 6
12, 1.3, 1.0, 1.0, 1.0, 0.675, 7
12, 1.3, 1.0, 1.0, 1.0, 0.675, 8
12, 1.3, 1.0, 1.0, 1.0, 0.675, 9
12, 1.3, 1.0, 1.0, 1.0, 0.675, 10
12, 1.4, 1.0, 1.0, 1.0, 0.675, 1
12, 1.4, 1.0, 1.0, 1.0, 0.675, 2
12, 1.4, 1.0, 1.0, 1.0, 0.675, 3
12, 1.4, 1.0, 1.0, 1.0, 0.675, 4
12, 1.4, 1.0, 1.0, 1.0, 0.675, 5
12, 1.4, 1.0, 1.0, 1.0, 0.675, 6
12, 1.4, 1.0, 1.0, 1.0, 0.675, 7
12, 1.4, 1.0, 1.0, 1.0, 0.675, 8
12, 1.4, 1.0, 1.0, 1.0, 0.675, 9
12, 1.4, 1.0, 1.0, 1.0, 0.675, 10
12, 1.5, 1.0, 1.0, 1.0, 0.675, 1
12, 1.5, 1.0, 1.0, 1.0, 0.675, 2
12, 1.5, 1.0, 1.0, 1.0, 0.675, 3
12, 1.5, 1.0, 1.0, 1.0, 0.675, 4
12, 1.5, 1.0, 1.0, 1.0, 0.675, 5
12, 1.5, 1.0, 1.0, 1.0, 0.675, 6
12, 1.5, 1.0, 1.0, 1.0, 0.675, 7
12, 1.5, 1.0, 1.0, 1.0, 0.675, 8
12, 1.5, 1.0, 1.0, 1.0, 0.675, 9
12, 1.5, 1.0, 1.0, 1.0, 0.675, 10
12, 1.6, 1.0, 1.0, 1.0, 0.675, 1
12, 1.6, 1.0, 1.0, 1.0, 0.675, 2
12, 1.6, 1.0, 1.0, 1.0, 0.675, 3
12, 1.6, 1.0, 1.0, 1.0, 0.675, 4
12, 1.6, 1.0, 1.0, 1.0, 0.675, 5
12, 1.6, 1.0, 1.0, 1.0, 0.675, 6
12, 1.6, 1.0, 1.0, 1.0, 0.675, 7
12, 1.6, 1.0, 1.0, 1.0, 0.675, 8
12, 1.6, 1.0, 1.0, 1.0, 0.675, 9
12, 1.6, 1.0, 1.0, 1.0, 0.675, 10
12, 1.7, 1.0, 1.0, 1.0, 0.675, 1
12, 1.7, 1.0, 1.0, 1.0, 0.675, 2
12, 1.7, 1.0, 1.0, 1.0, 0.675, 3
12, 1.7, 1.0, 1.0, 1.0, 0.675, 4
12, 1.7, 1.0, 1.0, 1.0, 0.675, 5
12, 1.7, 1.0, 1.0, 1.0, 0.675, 6
12, 1.7, 1.0, 1.0, 1.0, 0.675, 7
12, 1.7, 1.0, 1.0, 1.0, 0.675, 8
12, 1.7, 1.0, 1.0, 1.0, 0.675, 9
12, 1.7, 1.0, 1.0, 1.0, 0.675, 10
12, 1.8, 1.0, 1.0, 1.0, 0.675, 1
12, 1.8, 1.0, 1.0, 1.0, 0.675, 2
12, 1.8, 1.0, 1.0, 1.0, 0.675, 3
12, 1.8, 1.0, 1.0, 1.0, 0.675, 4
12, 1.8, 1.0, 1.0, 1.0, 0.675, 5
12, 1.8, 1.0, 1.0, 1.0, 0.675, 6
12, 1.8, 1.0, 1.0, 1.0, 0.675, 7
12, 1.8, 1.0, 1.0, 1.0, 0.675, 8
12, 1.8, 1.0, 1.0, 1.0, 0.675, 9
12, 1.8, 1.0, 1.0, 1.0, 0.675, 10
12, 1.9, 1.0, 1.0, 1.0, 0.675, 1
12, 1.9, 1.0, 1.0, 1.0, 0.675, 2
12, 1.9, 1.0, 1.0, 1.0, 0.675, 3
12, 1.9, 1.0, 1.0, 1.0, 0.675, 4
