1,5,0
1,5,1
1,5,2
1,5,3
1,5,4
1,5,5
1,5,6
1,5,7
1,5,8
1,5,9
1,5,10
1,5,11
1,5,12
1,10,0
1,10,1
1,10,2
1,10,3
1,10,4
1,10,5
1,10,6
1,10,7
1,10,8
1,10,9
1,10,10
1,10,11
1,10,12
1,15,0
1,15,1
1,15,2
1,15,3
1,15,4
1,15,5
1,15,6
1,15,7
1,15,8
1,15,9
1,15,10
1,15,11
1,15,12
1,20,0
1,20,1
1,20,2
1,20,3
1,20,4
1,20,5
1,20,6
1,20,7
1,20,8
1,20,9
1,20,10
1,20,11
1,20,12
1,25,0
1,25,1
1,25,2
1,25,3
1,25,4
1,25,5
1,25,6
1,25,7
1,25,8
1,25,9
1,25,10
1,25,11
1,25,12
1,30,0
1,30,1
1,30,2
1,30,3
1,30,4
1,30,5
1,30,6
1,30,7
1,30,8
1,30,9
1,30,10
1,30,11
1,30,12
1,35,0
1,35,1
1,35,2
1,35,3
1,35,4
1,35,5
1,35,6
1,35,7
1,35,8
1,35,9
1,35,10
1,35,11
1,35,12
1,40,0
1,40,1
1,40,2
1,40,3
1,40,4
1,40,5
1,40,6
1,40,7
1,40,8
1,40,9
1,40,10
1,40,11
1,40,12
1,45,0
1,45,1
1,45,2
1,45,3
1,45,4
1,45,5
1,45,6
1,45,7
1,45,8
1,45,9
1,45,10
1,45,11
1,45,12
1,50,0
1,50,1
1,50,2
1,50,3
1,50,4
1,50,5
1,50,6
1,50,7
1,50,8
1,50,9
1,50,10
1,50,11
1,50,12
1,55,0
1,55,1
1,55,2
1,55,3
1,55,4
1,55,5
1,55,6
1,55,7
1,55,8
1,55,9
1,55,10
1,55,11
1,55,12
1,60,0
1,60,1
1,60,2
1,60,3
1,60,4
1,60,5
1,60,6
1,60,7
1,60,8
1,60,9
1,60,10
1,60,11
1,60,12
1,65,0
1,65,1
1,65,2
1,65,3
1,65,4
1,65,5
1,65,6
1,65,7
1,65,8
1,65,9
1,65,10
1,65,11
1,65,12
1,70,0
1,70,1
1,70,2
1,70,3
1,70,4
1,70,5
1,70,6
1,70,7
1,70,8
1,70,9
1,70,10
1,70,11
1,70,12
1,75,0
1,75,1
1,75,2
1,75,3
1,75,4
1,75,5
1,75,6
1,75,7
1,75,8
1,75,9
1,75,10
1,75,11
1,75,12
1,80,0
1,80,1
1,80,2
1,80,3
1,80,4
1,80,5
1,80,6
1,80,7
1,80,8
1,80,9
1,80,10
1,80,11
1,80,12
1,85,0
1,85,1
1,85,2
1,85,3
1,85,4
1,85,5
1,85,6
1,85,7
1,85,8
1,85,9
1,85,10
1,85,11
1,85,12
1,90,0
1,90,1
1,90,2
1,90,3
1,90,4
1,90,5
1,90,6
1,90,7
1,90,8
1,90,9
1,90,10
1,90,11
1,90,12
1,95,0
1,95,1
1,95,2
1,95,3
1,95,4
1,95,5
1,95,6
1,95,7
1,95,8
1,95,9
1,95,10
1,95,11
1,95,12
1,100,0
1,100,1
1,100,2
1,100,3
1,100,4
1,100,5
1,100,6
1,100,7
1,100,8
1,100,9
1,100,10
1,100,11
1,100,12
2,5,0
2,5,1
2,5,2
2,5,3
2,5,4
2,5,5
2,5,6
2,5,7
2,5,8
2,5,9
2,5,10
2,5,11
2,5,12
2,10,0
2,10,1
2,10,2
2,10,3
2,10,4
2,10,5
2,10,6
2,10,7
2,10,8
2,10,9
2,10,10
2,10,11
2,10,12
2,15,0
2,15,1
2,15,2
2,15,3
2,15,4
2,15,5
2,15,6
2,15,7
2,15,8
2,15,9
2,15,10
2,15,11
2,15,12
2,20,0
2,20,1
2,20,2
2,20,3
2,20,4
2,20,5
2,20,6
2,20,7
2,20,8
2,20,9
2,20,10
2,20,11
2,20,12
2,25,0
2,25,1
2,25,2
2,25,3
2,25,4
2,25,5
2,25,6
2,25,7
2,25,8
2,25,9
2,25,10
2,25,11
2,25,12
2,30,0
2,30,1
2,30,2
2,30,3
2,30,4
2,30,5
2,30,6
2,30,7
2,30,8
2,30,9
2,30,10
2,30,11
2,30,12
2,35,0
2,35,1
2,35,2
2,35,3
2,35,4
2,35,5
2,35,6
2,35,7
2,35,8
2,35,9
2,35,10
2,35,11
2,35,12
2,40,0
2,40,1
2,40,2
2,40,3
2,40,4
2,40,5
2,40,6
2,40,7
2,40,8
2,40,9
2,40,10
2,40,11
2,40,12
2,45,0
2,45,1
2,45,2
2,45,3
2,45,4
2,45,5
2,45,6
2,45,7
2,45,8
2,45,9
2,45,10
2,45,11
2,45,12
2,50,0
2,50,1
2,50,2
2,50,3
2,50,4
2,50,5
2,50,6
2,50,7
2,50,8
2,50,9
2,50,10
2,50,11
2,50,12
2,55,0
2,55,1
2,55,2
2,55,3
2,55,4
