20,5,5,20,10,1
20,5,6,20,10,1
20,5,7,20,10,1
20,5,8,20,10,1
20,5,9,20,10,1
20,5,10,20,10,1
20,5,11,20,10,1
20,5,12,20,10,1
20,5,13,20,10,1
20,5,14,20,10,1
20,5,15,20,10,1
20,5,16,20,10,1
20,5,17,20,10,1
20,5,18,20,10,1
20,5,19,20,10,1
20,5,20,20,10,1
20,5,21,20,10,1
20,5,22,20,10,1
20,5,23,20,10,1
20,5,24,20,10,1
20,5,25,20,10,1
20,5,26,20,10,1
20,5,27,20,10,1
20,5,28,20,10,1
20,5,29,20,10,1
20,5,30,20,10,1
20,5,31,20,10,1
20,5,32,20,10,1
20,5,33,20,10,1
20,5,34,20,10,1
20,5,35,20,10,1
20,5,36,20,10,1
20,5,37,20,10,1
20,5,38,20,10,1
20,5,39,20,10,1
20,5,40,20,10,1
20,5,41,20,10,1
20,5,42,20,10,1
20,5,43,20,10,1
20,5,44,20,10,1
20,5,45,20,10,1
20,5,46,20,10,1
20,5,47,20,10,1
20,5,48,20,10,1
20,5,49,20,10,1
20,5,50,20,10,1
20,6,5,20,10,1
20,6,6,20,10,1
20,6,7,20,10,1
20,6,8,20,10,1
20,6,9,20,10,1
20,6,10,20,10,1
20,6,11,20,10,1
20,6,12,20,10,1
20,6,13,20,10,1
20,6,14,20,10,1
20,6,15,20,10,1
20,6,16,20,10,1
20,6,17,20,10,1
20,6,18,20,10,1
20,6,19,20,10,1
20,6,20,20,10,1
20,6,21,20,10,1
20,6,22,20,10,1
20,6,23,20,10,1
20,6,24,20,10,1
20,6,25,20,10,1
20,6,26,20,10,1
20,6,27,20,10,1
20,6,28,20,10,1
20,6,29,20,10,1
20,6,30,20,10,1
20,6,31,20,10,1
20,6,32,20,10,1
20,6,33,20,10,1
20,6,34,20,10,1
20,6,35,20,10,1
20,6,36,20,10,1
20,6,37,20,10,1
20,6,38,20,10,1
20,6,39,20,10,1
20,6,40,20,10,1
20,6,41,20,10,1
20,6,42,20,10,1
20,6,43,20,10,1
20,6,44,20,10,1
20,6,45,20,10,1
20,6,46,20,10,1
20,6,47,20,10,1
20,6,48,20,10,1
