19.1,9.3,100,100,22,3.4,0.937,1
19.1,9.3,100,110,22,3.4,0.937,1
19.1,9.3,100,120,22,3.4,0.937,1
19.1,9.3,100,130,22,3.4,0.937,1
19.1,9.3,100,140,22,3.4,0.937,1
19.1,9.3,100,150,22,3.4,0.937,1
19.1,9.3,100,160,22,3.4,0.937,1
19.1,9.3,100,170,22,3.4,0.937,1
19.1,9.3,100,180,22,3.4,0.937,1
19.1,9.3,100,190,22,3.4,0.937,1
19.1,9.3,100,200,22,3.4,0.937,1
19.1,9.3,100,210,22,3.4,0.937,1
19.1,9.3,100,220,22,3.4,0.937,1
19.1,9.3,100,230,22,3.4,0.937,1
19.1,9.3,100,240,22,3.4,0.937,1
19.1,9.3,100,250,22,3.4,0.937,1
19.1,9.3,100,260,22,3.4,0.937,1
19.1,9.3,100,270,22,3.4,0.937,1
19.1,9.3,100,280,22,3.4,0.937,1
19.1,9.3,100,290,22,3.4,0.937,1
19.1,9.3,100,300,22,3.4,0.937,1
19.1,9.3,100,310,22,3.4,0.937,1
19.1,9.3,100,320,22,3.4,0.937,1
19.1,9.3,100,330,22,3.4,0.937,1
19.1,9.3,100,340,22,3.4,0.937,1
19.1,9.3,100,350,22,3.4,0.937,1
19.1,9.3,100,360,22,3.4,0.937,1
19.1,9.3,100,370,22,3.4,0.937,1
19.1,9.3,100,380,22,3.4,0.937,1
19.1,9.3,100,390,22,3.4,0.937,1
19.1,9.3,100,400,22,3.4,0.937,1
19.1,9.3,110,100,22,3.4,0.937,1
19.1,9.3,110,110,22,3.4,0.937,1
19.1,9.3,110,120,22,3.4,0.937,1
19.1,9.3,110,130,22,3.4,0.937,1
19.1,9.3,110,140,22,3.4,0.937,1
19.1,9.3,110,150,22,3.4,0.937,1
19.1,9.3,110,160,22,3.4,0.937,1
19.1,9.3,110,170,22,3.4,0.937,1
19.1,9.3,110,180,22,3.4,0.937,1
19.1,9.3,110,190,22,3.4,0.937,1
19.1,9.3,110,200,22,3.4,0.937,1
19.1,9.3,110,210,22,3.4,0.937,1
19.1,9.3,110,220,22,3.4,0.937,1
19.1,9.3,110,230,22,3.4,0.937,1
19.1,9.3,110,240,22,3.4,0.937,1
19.1,9.3,110,250,22,3.4,0.937,1
19.1,9.3,110,260,22,3.4,0.937,1
19.1,9.3,110,270,22,3.4,0.937,1
19.1,9.3,110,280,22,3.4,0.937,1
19.1,9.3,110,290,22,3.4,0.937,1
19.1,9.3,110,300,22,3.4,0.937,1
19.1,9.3,110,310,22,3.4,0.937,1
19.1,9.3,110,320,22,3.4,0.937,1
19.1,9.3,110,330,22,3.4,0.937,1
19.1,9.3,110,340,22,3.4,0.937,1
19.1,9.3,110,350,22,3.4,0.937,1
19.1,9.3,110,360,22,3.4,0.937,1
19.1,9.3,110,370,22,3.4,0.937,1
19.1,9.3,110,380,22,3.4,0.937,1
19.1,9.3,110,390,22,3.4,0.937,1
19.1,9.3,110,400,22,3.4,0.937,1
19.1,9.3,120,100,22,3.4,0.937,1
19.1,9.3,120,110,22,3.4,0.937,1
19.1,9.3,120,120,22,3.4,0.937,1
19.1,9.3,120,130,22,3.4,0.937,1
19.1,9.3,120,140,22,3.4,0.937,1
19.1,9.3,120,150,22,3.4,0.937,1
19.1,9.3,120,160,22,3.4,0.937,1
19.1,9.3,120,170,22,3.4,0.937,1
19.1,9.3,120,180,22,3.4,0.937,1
19.1,9.3,120,190,22,3.4,0.937,1
19.1,9.3,120,200,22,3.4,0.937,1
19.1,9.3,120,210,22,3.4,0.937,1
19.1,9.3,120,220,22,3.4,0.937,1
19.1,9.3,120,230,22,3.4,0.937,1
19.1,9.3,120,240,22,3.4,0.937,1
19.1,9.3,120,250,22,3.4,0.937,1
19.1,9.3,120,260,22,3.4,0.937,1
19.1,9.3,120,270,22,3.4,0.937,1
19.1,9.3,120,280,22,3.4,0.937,1
19.1,9.3,120,290,22,3.4,0.937,1
19.1,9.3,120,300,22,3.4,0.937,1
19.1,9.3,120,310,22,3.4,0.937,1
19.1,9.3,120,320,22,3.4,0.937,1
19.1,9.3,120,330,22,3.4,0.937,1
19.1,9.3,120,340,22,3.4,0.937,1
19.1,9.3,120,350,22,3.4,0.937,1
19.1,9.3,120,360,22,3.4,0.937,1
19.1,9.3,120,370,22,3.4,0.937,1
19.1,9.3,120,380,22,3.4,0.937,1
19.1,9.3,120,390,22,3.4,0.937,1
19.1,9.3,120,400,22,3.4,0.937,1
19.1,9.3,130,100,22,3.4,0.937,1
19.1,9.3,130,110,22,3.4,0.937,1
19.1,9.3,130,120,22,3.4,0.937,1
19.1,9.3,130,130,22,3.4,0.937,1
19.1,9.3,130,140,22,3.4,0.937,1
19.1,9.3,130,150,22,3.4,0.937,1
19.1,9.3,130,160,22,3.4,0.937,1
19.1,9.3,130,170,22,3.4,0.937,1
19.1,9.3,130,180,22,3.4,0.937,1
19.1,9.3,130,190,22,3.4,0.937,1
19.1,9.3,130,200,22,3.4,0.937,1
19.1,9.3,130,210,22,3.4,0.937,1
19.1,9.3,130,220,22,3.4,0.937,1
19.1,9.3,130,230,22,3.4,0.937,1
19.1,9.3,130,240,22,3.4,0.937,1
19.1,9.3,130,250,22,3.4,0.937,1
19.1,9.3,130,260,22,3.4,0.937,1
19.1,9.3,130,270,22,3.4,0.937,1
19.1,9.3,130,280,22,3.4,0.937,1
19.1,9.3,130,290,22,3.4,0.937,1
19.1,9.3,130,300,22,3.4,0.937,1
19.1,9.3,130,310,22,3.4,0.937,1
19.1,9.3,130,320,22,3.4,0.937,1
19.1,9.3,130,330,22,3.4,0.937,1
19.1,9.3,130,340,22,3.4,0.937,1
19.1,9.3,130,350,22,3.4,0.937,1
19.1,9.3,130,360,22,3.4,0.937,1
19.1,9.3,130,370,22,3.4,0.937,1
19.1,9.3,130,380,22,3.4,0.937,1
19.1,9.3,130,390,22,3.4,0.937,1
19.1,9.3,130,400,22,3.4,0.937,1
19.1,9.3,140,100,22,3.4,0.937,1
19.1,9.3,140,110,22,3.4,0.937,1
19.1,9.3,140,120,22,3.4,0.937,1
19.1,9.3,140,130,22,3.4,0.937,1
19.1,9.3,140,140,22,3.4,0.937,1
19.1,9.3,140,150,22,3.4,0.937,1
19.1,9.3,140,160,22,3.4,0.937,1
19.1,9.3,140,170,22,3.4,0.937,1
19.1,9.3,140,180,22,3.4,0.937,1
19.1,9.3,140,190,22,3.4,0.937,1
19.1,9.3,140,200,22,3.4,0.937,1
