25,57,268,0.77
25,57,270,0.77
25,57,272,0.77
25,58,172,0.77
25,58,174,0.77
25,58,176,0.77
25,58,178,0.77
25,58,180,0.77
25,58,182,0.77
25,58,184,0.77
25,58,186,0.77
25,58,188,0.77
25,58,190,0.77
25,58,192,0.77
25,58,194,0.77
25,58,196,0.77
25,58,198,0.77
25,58,200,0.77
25,58,202,0.77
25,58,204,0.77
25,58,206,0.77
25,58,208,0.77
25,58,210,0.77
25,58,212,0.77
25,58,214,0.77
25,58,216,0.77
25,58,218,0.77
25,58,220,0.77
25,58,222,0.77
25,58,224,0.77
25,58,226,0.77
25,58,228,0.77
25,58,230,0.77
25,58,232,0.77
25,58,234,0.77
25,58,236,0.77
25,58,238,0.77
25,58,240,0.77
25,58,242,0.77
25,58,244,0.77
25,58,246,0.77
25,58,248,0.77
25,58,250,0.77
25,58,252,0.77
25,58,254,0.77
25,58,256,0.77
25,58,258,0.77
25,58,260,0.77
25,58,262,0.77
25,58,264,0.77
25,58,266,0.77
25,58,268,0.77
25,58,270,0.77
25,58,272,0.77
25,59,172,0.77
25,59,174,0.77
25,59,176,0.77
25,59,178,0.77
25,59,180,0.77
25,59,182,0.77
25,59,184,0.77
25,59,186,0.77
25,59,188,0.77
25,59,190,0.77
25,59,192,0.77
25,59,194,0.77
25,59,196,0.77
25,59,198,0.77
25,59,200,0.77
25,59,202,0.77
25,59,204,0.77
25,59,206,0.77
25,59,208,0.77
25,59,210,0.77
25,59,212,0.77
25,59,214,0.77
25,59,216,0.77
25,59,218,0.77
25,59,220,0.77
25,59,222,0.77
25,59,224,0.77
25,59,226,0.77
25,59,228,0.77
25,59,230,0.77
25,59,232,0.77
25,59,234,0.77
25,59,236,0.77
25,59,238,0.77
25,59,240,0.77
25,59,242,0.77
25,59,244,0.77
25,59,246,0.77
25,59,248,0.77
25,59,250,0.77
25,59,252,0.77
25,59,254,0.77
25,59,256,0.77
25,59,258,0.77
25,59,260,0.77
25,59,262,0.77
25,59,264,0.77
25,59,266,0.77
25,59,268,0.77
25,59,270,0.77
25,59,272,0.77
25,60,178,0.77
25,60,180,0.77
25,60,182,0.77
25,60,184,0.77
25,60,186,0.77
25,60,188,0.77
25,60,190,0.77
25,60,192,0.77
25,60,194,0.77
25,60,196,0.77
25,60,198,0.77
25,60,200,0.77
25,60,202,0.77
25,60,204,0.77
25,60,206,0.77
25,60,208,0.77
25,60,210,0.77
25,60,212,0.77
25,60,214,0.77
25,60,216,0.77
25,60,218,0.77
25,60,220,0.77
25,60,222,0.77
25,60,224,0.77
25,60,226,0.77
25,60,228,0.77
25,60,230,0.77
25,60,232,0.77
25,60,234,0.77
25,60,236,0.77
25,60,238,0.77
25,60,240,0.77
25,60,242,0.77
25,60,244,0.77
25,60,246,0.77
25,60,248,0.77
25,60,250,0.77
25,60,252,0.77
25,60,254,0.77
25,60,256,0.77
25,60,258,0.77
25,60,260,0.77
25,60,262,0.77
25,60,264,0.77
25,60,266,0.77
25,60,268,0.77
25,60,270,0.77
25,60,272,0.77
25,60,274,0.77
25,60,276,0.77
25,60,278,0.77
25,61,178,0.77
25,61,180,0.77
25,61,182,0.77
25,61,184,0.77
25,61,186,0.77
25,61,188,0.77
25,61,190,0.77
25,61,192,0.77
25,61,194,0.77
25,61,196,0.77
25,61,198,0.77
25,61,200,0.77
25,61,202,0.77
25,61,204,0.77
25,61,206,0.77
25,61,208,0.77
25,61,210,0.77
25,61,212,0.77
25,61,214,0.77
25,61,216,0.77
25,61,218,0.77
25,61,220,0.77
25,61,222,0.77
25,61,224,0.77
25,61,226,0.77
25,61,228,0.77
25,61,230,0.77
25,61,232,0.77
25,61,234,0.77
25,61,236,0.77
25,61,238,0.77
25,61,240,0.77
25,61,242,0.77
25,61,244,0.77
25,61,246,0.77
25,61,248,0.77
25,61,250,0.77
25,61,252,0.77
25,61,254,0.77
25,61,256,0.77
25,61,258,0.77
